,text,Explanations,labels
202,“While I have had lots of down days and spent a whole year not leaving my bedroom I have considered suicide.”,"had lots of down days, spent a whole year not leaving my bedroom, have considered suicide,",2
203,"“She also said that if I’m not coping, then my hours will be cut back to 8 hours/ week, currently I do around 20 hours/ week due to other health issues. She then waved me out, said rest up and Ill see you in a week”","Not coping, cut back",1
204,"""I feel that I have nothing in life to look forward to besides my kids which I love with all my heart but one day they will be grown and gone.""","feel that I have nothing in life, one day they will be grown and gone",2
205,"Feeling overwhelmed by so much lately. Finding just completing basic tasks is difficult to do. getting dressed, sweeping the floor, doing my job… none of it’s hard, none of it makes me feel anything once I do them I just find it so hard to start. I have no motivation to do them. I don’t know… I feel panicked and stressed","feeling overwhelmed, difficult, hard to start, panicked, stressed, ",0
206,“i feel so upset & riddled with anxiety right now.”,"feel so upset, riddled with anxiety,",5
207,No positive feeling were coming. I was losing hope everyday. Tired and very tired. I was unable to accomplish anything. I was just breathing and doing things to show off. ,"Losing hope everyday, very tired, unable to accomplish anything, just breathing, doing things to show off",0
208,"“I am at breaking point when it can take me 2 weeks to get everything to what my brain accepts as reasonable, inside and outside of the house for these. It just seems like that's all I do.”","At breaking point, take me 2 weeks to get everything to what my brain accepts as reasonable,",5
209,“I love him and want him back with his family were I know was happy loved and cared for”,"Love him and want him back with his family,",4
210,“I stopped sleeping with him a month ago. But left feeling like a complete fool.”,stopped sleeping with him,4
211,"“At this stage, I can't see the light at the end of the tunnel and I'm hurting.”","can't see the light at the end of the tunnel, hurting,",2
212,“Sometimes I feel really helpless and that really scares me because I feel trapped and I don’t want it to be like this forever.”,"feel really helpless, really scares, feel trapped, don’t want it to be like this forever,",2
213,“So I’m embarrassed to say that I did a bit of road rage today and now I am freaking out whether I will get in trouble with police.”,"embarrassed, did a bit of road rage, freaking out, get in trouble,",0
214,"""I'm getting flashbacks of trauma I experienced at age 5, and all the fights they've had.""",Flashbacks of trauma,5
215,"“I still get very panicky (shaky, stressed angry etc) when anything triggers me to think about it. I want these irrational triggers to stop, but being that things is are otherwise good I’m reluctant to do any sort of treatment that might make things worse. I hate talking or thinking about it too.""","Panicky, treatment, make things worse,",3
216,"“They laughed at me when having dark thoughts, saying it's nothing compared to 'them escaping war and having family members pass away from war.”","They laughed at me, ",4
217,I’ve worked so hard at my education and the most recent jobs I have had and still feel like I’m never doing the things I truly want to be doing. Sometimes it just feels like I can’t catch a break.,"worked hard, education, recent jobs, never doing what I truly want, can’t catch a break",1
218,"""Work, Life, relationships are all difficult to manage these days and I find myself pushing everything away and making myself worse.""","Work, difficult, manage",1
219,"""I struggle with communication, eye contact. Over explain and talking but to softly. People pleasing issues. Emotionally intense.""","Struggle with communication, people pleasing issues,",4
220,"""I can't find people who actually understand without crying.""","Cant find people who actually understand without crying,",4
221,“I have been diagnosed with a long term anxiety disorder (so GAD) which of course borders into depression also being that they tend to run side by side with each other. I have been taking medication for many years now and at night to help with sleep.”,"taking medication for many years at night to help with sleep, ",3
